"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"11939",1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"11940",1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"11941",1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
"11942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11943",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"11944",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"11945",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"11946",1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
"11947",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"11948",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
"11949",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11950",1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"11951",1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1
"11952",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"11953",1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"11954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11955",1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1
"11956",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1
"11957",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"11958",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"11959",0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"11960",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"11961",0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"11962",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"11963",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
"11964",1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
"11965",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11966",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"11967",0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
"11968",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"11969",0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
"11970",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0
"11971",1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
"11972",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"11973",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"11974",0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
"11975",0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"11976",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"11977",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
"11978",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
"11979",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"11980",1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
"11981",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"11982",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"11983",0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0
"11984",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11986",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11987",1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
"11988",1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"11989",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"11990",1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0
"11991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"11992",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"11993",1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
"11994",1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
"11995",0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
"11996",1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0
"11997",0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
"11998",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"11999",0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0
"12000",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12001",0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
"12002",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0
"12003",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"12004",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12005",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
"12006",1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
"12007",0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"12008",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
"12009",0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1
"12010",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"12011",0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
"12012",0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
"12013",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
"12014",0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"12015",0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
"12016",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12017",0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
"12018",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
"12019",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"12020",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"12021",1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
"12022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12023",1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0
"12024",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12025",1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
"12026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12027",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"12028",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"12029",0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"12030",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12031",0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"12032",0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"12033",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"12034",1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0
"12035",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
"12036",1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0
"12037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12038",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"12039",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"12040",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"12041",1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1
"12042",0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1
"12043",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"12044",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"12045",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"12046",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
"12047",1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"12048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12049",0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
"12050",0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"12051",1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1
"12052",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"12053",1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
"12054",0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"12055",0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"12056",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"12057",0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
"12058",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
"12059",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"12060",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"12061",1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
"12062",0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"12063",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"12064",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12065",1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"12066",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
"12067",0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"12068",1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1
"12069",1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0
"12070",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"12071",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12072",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"12073",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
"12074",1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"12075",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0
"12076",1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1
"12077",1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0
"12078",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"12079",1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0
"12080",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"12081",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12082",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"12083",0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"12084",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"12085",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"12086",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"12087",0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
"12088",1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1
"12089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12090",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"12091",0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
"12092",1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
"12093",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
"12094",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"12095",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"12096",1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
"12097",0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
"12098",0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0
"12099",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"12100",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
"12101",0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1
"12102",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
"12103",1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
"12104",0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1
"12105",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12106",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12108",1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"12109",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1
"12110",1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"12111",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"12112",1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"12113",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"12114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12115",0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1
"12116",1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
"12117",1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
"12118",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
"12119",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"12120",1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"12121",1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"12122",0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
"12123",1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1
"12124",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12125",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12126",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
"12127",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"12128",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"12129",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"12130",1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
"12131",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"12132",0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
"12133",0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1
"12134",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"12135",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12136",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"12137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"12139",1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"12140",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
"12141",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"12142",1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"12143",1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
"12144",0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0
"12145",1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
"12146",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"12147",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
"12148",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"12149",0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
"12150",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"12151",1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1
"12152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12153",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"12154",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"12155",1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0
"12156",0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
"12157",1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"12158",0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"12159",1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"12160",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"12161",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"12162",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12163",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"12164",0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0
"12165",1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"12166",1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1
"12167",1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"12168",0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"12169",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
"12170",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12171",1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
"12172",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12173",1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1
"12174",0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1
"12175",1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0
"12176",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"12177",0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
"12178",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
"12179",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"12180",1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1
"12181",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"12182",1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"12183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12184",1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
"12185",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"12186",0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
"12187",1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0
"12188",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"12189",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"12190",0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
"12191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12192",1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1
"12193",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12194",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"12195",1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"12196",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"12197",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
"12198",1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1
"12199",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"12200",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
"12201",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"12202",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"12203",1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"12204",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"12205",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1
"12206",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"12207",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"12208",1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"12209",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"12210",1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
"12211",0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0
"12212",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"12213",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12214",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"12215",1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1
"12216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12217",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"12218",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12219",1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
"12220",0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
"12221",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"12222",1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
"12223",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"12224",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
"12225",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"12226",0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
"12227",1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1
"12228",0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
"12229",0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1
"12230",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"12231",1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
"12232",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12233",1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
"12234",1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1
"12235",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"12236",1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
"12237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12238",0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0
"12239",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"12240",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12241",1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"12242",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"12243",1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"12244",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"12245",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1
"12246",0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
"12247",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12248",0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0
"12249",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12250",0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"12251",0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0
"12252",1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
"12253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"12254",1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
