"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"2238",0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
"2239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2240",1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0
"2241",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
"2242",1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
"2243",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"2244",0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0
"2245",1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
"2246",1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"2247",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"2248",1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
"2249",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"2250",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
"2251",1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1
"2252",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2253",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
"2254",0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
"2255",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2256",1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1
"2257",0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
"2258",1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
"2259",1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1
"2260",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2261",1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"2262",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2263",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2264",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2265",0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
"2266",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2267",1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"2268",0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
"2269",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"2270",0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2271",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2272",0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"2273",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
"2274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2275",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"2276",0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1
"2277",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2278",0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
"2279",1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"2280",1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
"2281",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
"2282",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
"2283",1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
"2284",1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
"2285",0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0
"2286",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
"2287",0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1
"2288",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2289",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2290",0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
"2291",0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1
"2292",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2293",0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
"2294",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"2295",1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1
"2296",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
"2297",0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1
"2298",0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"2299",0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"2300",1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"2301",0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"2302",0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"2303",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"2304",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2305",0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"2306",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2307",1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
"2308",1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"2309",0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
"2310",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"2311",1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1
"2312",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2313",1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"2314",0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"2315",1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"2316",0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"2317",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"2318",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2319",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"2320",1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"2321",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2322",0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
"2323",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
"2324",0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"2325",0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
"2326",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2327",0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
"2328",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2329",1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"2330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2331",1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"2332",0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1
"2333",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2334",1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"2335",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
"2336",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"2337",0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0
"2338",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2339",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"2340",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
"2341",1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"2342",1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"2343",0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
"2344",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
"2345",0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"2346",0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"2347",1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
"2348",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"2349",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2350",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2351",1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"2352",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2353",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2354",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
"2355",0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0
"2356",1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
"2357",0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
"2358",0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
"2359",0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
"2360",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2361",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
"2362",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"2363",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2364",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
"2365",0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"2366",0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1
"2367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2368",1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1
"2369",1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
"2370",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2371",0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
"2372",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2373",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2374",0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"2375",0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"2376",0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"2377",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2378",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2379",1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1
"2380",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"2381",1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
"2382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2383",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"2384",1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"2385",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2386",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"2387",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"2388",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2390",0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
"2391",1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"2392",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"2393",1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1
"2394",0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"2395",1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
"2396",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"2397",1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"2398",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2399",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
"2400",0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"2401",0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
"2402",1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"2403",1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0
"2404",0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2405",0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"2406",1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"2407",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2408",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0
"2409",0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1
"2410",0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
"2411",1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
"2412",0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"2413",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2414",1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
"2415",1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
"2416",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2417",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2418",1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1
"2419",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2420",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"2421",0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
"2422",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
"2423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2424",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2425",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
"2426",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2427",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"2428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2429",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"2430",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"2431",1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
"2432",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2433",0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1
"2434",0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1
"2435",1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0
"2436",1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
"2437",1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"2438",1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0
"2439",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2440",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2441",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
"2442",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0
"2443",1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1
"2444",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"2445",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1
"2446",1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"2447",1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
"2448",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
"2449",1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
"2450",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2451",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2452",1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"2453",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
"2454",1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
"2455",1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
"2456",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"2457",0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
"2458",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2459",0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0
"2460",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2461",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
"2462",1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1
"2463",1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
"2464",1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
"2465",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"2466",1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
"2467",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"2468",0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
"2469",0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1
"2470",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2471",1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0
"2472",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"2473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2474",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2475",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
"2476",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"2477",0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1
"2478",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2479",1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1
"2480",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"2481",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2482",0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
"2483",1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"2484",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2485",1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"2486",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2487",1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1
"2488",0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"2489",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2490",0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2491",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0
"2492",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
"2493",0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
"2494",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2495",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2496",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"2497",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2498",1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"2499",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2500",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2501",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"2502",0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1
"2503",1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
"2504",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"2505",1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
"2506",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"2507",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2508",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"2509",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"2510",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"2511",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"2512",1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
"2513",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"2514",1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
"2515",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2516",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"2517",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2518",1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1
"2519",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2520",0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"2521",1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"2522",0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
"2523",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
"2524",0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1
"2525",0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
"2526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2527",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2528",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2529",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"2530",1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
"2531",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
"2532",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2533",1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
"2534",1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
"2535",1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1
"2536",1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0
"2537",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"2538",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"2539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2540",0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"2541",0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1
"2542",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"2543",1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
"2544",1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"2545",1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0
"2546",0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"2547",1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
"2548",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2549",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"2550",1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
"2551",1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
"2552",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
"2553",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
